,dies6_pooled,disw2_pooled
1,1.130433237567443,1.0053124794730253
2,1.130433237567443,1.0053124794730253
3,1.1524187711301628,1.023810504040847
4,1.041651724971212,0.9192362431127282
5,1.041651724971212,0.9192362431127282
6,0.9473996416326631,0.8286674617231331
7,1.017130842992944,0.8926894523623145
8,1.082133772907413,0.9579789313559974
9,1.082133772907413,0.9579789313559974
10,1.129104018057303,0.9958650154831591
11,1.162920673640245,1.0245842452008287
12,1.1683842236857156,1.0293304198138453
13,1.1985369532270789,1.0561551034991328
14,1.2302710986689573,1.0839589157382707
15,1.2638775202414614,1.1166777433202102
16,1.2596316772956753,1.117611860154489
17,1.2596316772956753,1.117611860154489
18,1.3022149987048917,1.1599708364762387
19,1.389595992001151,1.2539597409098246
20,1.3834729932853576,1.2579323984287945
21,1.482726621178769,1.3671694756605923
22,1.458718711541716,1.348667769677622
23,1.3572272167797144,1.2626187084493772
24,1.3572272167797144,1.2626187084493772
25,1.299165786740076,1.2195065208695433
26,1.320955107463782,1.242684152751944
27,1.3103183341132774,1.232991341525551
28,1.2633810262001333,1.2012216600874321
29,1.1989065556542664,1.1313877035085855
30,1.1626271787857163,1.1091260475626745
31,1.156011238458554,1.0983586968401242
32,1.137869964009391,1.0823426689444464
33,1.046539550744552,1.0024030771623424
34,1.0324027764767874,0.9773888187708981
35,0.9516902903717954,0.8870639047873774
36,0.853080623328311,0.7791754151162799
37,0.8897946974228794,0.8269038014750331
38,0.8893060246467602,0.8171997398642048
39,0.9234799138008065,0.8614272344267903
40,0.9185297939694567,0.8586083952523561
41,0.8665450478685934,0.8324706824819424
42,0.9171278690551184,0.8833393892952487
43,0.928263366095641,0.8932878553582243
44,0.7814044791115609,0.771784917996103
45,0.7814044791115609,0.771784917996103
46,0.784204886869259,0.7913248113416913
47,0.7892470506528771,0.796091049303177
48,0.7908071339692173,0.7985255219692025
49,0.7908071339692173,0.7985255219692025
50,0.9182725275946202,0.9286852621752422
51,1.032525604376254,1.0504725948215574
52,0.9769545696738348,0.9907070934396566
53,0.9769545696738348,0.9907070934396566
54,0.946060516518041,0.966064434090399
55,0.9990237531507291,1.0326800218091656
56,0.975184682360244,1.0182210319928595
57,0.9350988201088165,0.982600172041449
58,0.9658188952044238,1.02664521892852
59,1.0830115970989873,1.1690995829231312
