,wt_pooled,wt_rep3,wt_rep2,dies6_rep1,dies6_rep2,dies6_pooled,disw2_rep1,disw2_rep2,disw2_pooled
1,0.059762419457892006,0.07818540770093882,0.04133943121484519,0.04055434174023229,0.05026362377775526,0.04540898275899377,0.08492319335710895,0.06795042709722017,0.07643681022716456
2,0.059762419457892006,0.07818540770093882,0.04133943121484519,0.04055434174023229,0.05026362377775527,0.04540898275899377,0.08492319335710895,0.06795042709722017,0.07643681022716456
3,0.10194916604175083,0.13775524213974935,0.0661430899437523,0.07945340422576122,0.10147561781546818,0.0904645110206147,0.14317629293264647,0.11995330497774581,0.13156479895519615
4,0.10194916604175083,0.13775524213974935,0.0661430899437523,0.07945340422576122,0.10147561781546818,0.0904645110206147,0.14317629293264647,0.11995330497774581,0.13156479895519615
5,0.11203046335616233,0.15171692208634557,0.07234400462597908,0.09269563826338809,0.10716583937521407,0.09993073881930108,0.1494928940914397,0.1255002786183352,0.13749658635488746
6,0.11203046335616233,0.15171692208634557,0.07234400462597908,0.09269563826338809,0.10716583937521407,0.09993073881930108,0.1494928940914397,0.1255002786183352,0.13749658635488746
7,0.11203046335616233,0.15171692208634557,0.07234400462597908,0.09269563826338809,0.10716583937521407,0.09993073881930108,0.1494928940914397,0.1255002786183352,0.13749658635488746
8,0.18316443370199875,0.23921011641834855,0.12711875098564895,0.19201239354558963,0.18872568173157167,0.19036903763858065,0.25406773549812756,0.20038442276629215,0.22722607913220988
9,0.191900916580383,0.2494486817125191,0.13435315144824686,0.2019440690738098,0.1934675330313599,0.19770580105258484,0.2617880258033193,0.2045446529967342,0.23316633940002676
10,0.2757961912010995,0.33042642540277717,0.22116595699942176,0.31202013951158314,0.2788208564275481,0.2954204979695656,0.36495917806360867,0.300923320001975,0.3329412490327919
11,0.29471667851115996,0.3527651133173311,0.2366682437049887,0.3236070942945066,0.2883045590271246,0.3059558266608156,0.3726794683688004,0.30993715216793283,0.3413083102683666
12,0.29471667851115996,0.3527651133173311,0.2366682437049887,0.3236070942945066,0.2883045590271246,0.3059558266608156,0.3726794683688004,0.30993715216793283,0.3413083102683666
13,0.29471667851115996,0.3527651133173311,0.2366682437049887,0.3236070942945066,0.2883045590271246,0.3059558266608156,0.3726794683688004,0.30993715216793283,0.3413083102683666
14,0.29471667851115996,0.3527651133173311,0.2366682437049887,0.3236070942945066,0.2883045590271246,0.3059558266608156,0.3726794683688004,0.30993715216793283,0.3413083102683666
15,0.3180824375983611,0.3788269158843107,0.2573379593124113,0.34678100386035365,0.30347848318644693,0.3251297435234003,0.3832071369667891,0.31756424092374325,0.35038568894526617
16,0.4820439577662417,0.5258899446551242,0.438197970877359,0.4419595610057968,0.4125410630815763,0.4272503120436865,0.44988237142071763,0.3966086153021422,0.4232454933614299
17,0.4820439577662417,0.5258899446551242,0.438197970877359,0.4419595610057968,0.41254106308157623,0.4272503120436865,0.44988237142071763,0.3966086153021422,0.4232454933614299
18,0.4820439577662417,0.5258899446551242,0.438197970877359,0.4419595610057968,0.41254106308157623,0.4272503120436865,0.44988237142071763,0.3966086153021422,0.4232454933614299
19,0.4815785684346885,0.5249591659920178,0.438197970877359,0.4419595610057968,0.4115926928216186,0.42677612691370775,0.44988237142071763,0.3966086153021422,0.4232454933614299
20,0.5396816374970351,0.5863905577570412,0.49297271723702885,0.5296893615050748,0.4808237217985268,0.5052565416518009,0.5439295442294169,0.4770397330906886,0.5104846386600527
21,0.5387508588339287,0.5845290004308283,0.49297271723702885,0.5296893615050748,0.4808237217985268,0.5052565416518009,0.5439295442294169,0.4770397330906886,0.5104846386600527
22,0.5579826747996453,0.610590802997808,0.5053745466014824,0.5793477391461757,0.5197069024567903,0.5495273208014828,0.5874439077677701,0.5241890090356984,0.5558164584017343
23,0.5619112036866003,0.6143139176502337,0.5095084897229669,0.5818306580282306,0.5197069024567903,0.5507687802425105,0.5881457523409693,0.5248823807407721,0.5565140665408708
24,0.5619112036866003,0.6143139176502337,0.5095084897229669,0.5818306580282306,0.5197069024567903,0.5507687802425105,0.5881457523409693,0.5248823807407722,0.5565140665408708
25,0.5899822096479659,0.6487527281851708,0.5312116911107607,0.6364548734334415,0.550054750775435,0.5932548121044382,0.6435914736237099,0.574111771801003,0.6088516227123566
26,0.5899822096479659,0.6487527281851708,0.5312116911107607,0.6364548734334415,0.550054750775435,0.5932548121044382,0.6435914736237099,0.574111771801003,0.6088516227123566
27,0.5899822096479659,0.6487527281851708,0.5312116911107607,0.6364548734334415,0.550054750775435,0.5932548121044382,0.6435914736237098,0.574111771801003,0.6088516227123566
28,0.5899822096479659,0.6487527281851708,0.5312116911107607,0.6364548734334415,0.550054750775435,0.5932548121044382,0.6435914736237098,0.574111771801003,0.6088516227123566
29,0.621047758529318,0.675745309415257,0.5663502076433791,0.6869408907018939,0.5870411909137832,0.6369910408078385,0.689211370881661,0.6351284818474864,0.6621699263645737
30,0.621047758529318,0.675745309415257,0.5663502076433791,0.6869408907018939,0.5870411909137832,0.6369910408078385,0.689211370881661,0.6351284818474864,0.6621699263645737
31,0.5727114508218648,0.61524469631334,0.5301782053303895,0.6588011433719367,0.5472096399955619,0.6030053916837494,0.6183250689885369,0.5803521171466661,0.5993385930676016
32,0.6193948227414966,0.6776068667414697,0.5611827787415234,0.6885961699565972,0.5661770451947149,0.6273866075756561,0.6828947697228677,0.6094737287597605,0.6461842492413141
33,0.6145355151914351,0.6720221947628312,0.5570488356200389,0.6828026925651356,0.5367775671360279,0.6097901298505817,0.6765781685640745,0.5879792059024765,0.6322786872332755
34,0.614535515191435,0.6720221947628312,0.5570488356200389,0.6828026925651356,0.536777567136028,0.6097901298505817,0.6765781685640747,0.5879792059024764,0.6322786872332755
35,0.6064184823205011,0.6599220721424479,0.5529148924985544,0.6703880981548602,0.5339324563561549,0.6021602772555077,0.6730689456980783,0.5858990907872554,0.6294840182426669
36,0.6093135254270851,0.6636451867948736,0.5549818640592967,0.6720433774095635,0.5367775671360279,0.6044104722727959,0.6765781685640745,0.5907526927227712,0.6336654306434228
37,0.6156203545304385,0.6710914160997249,0.5601492929611523,0.6753539359189703,0.5386743076559432,0.6070141217874568,0.6821929251496684,0.5969930380684343,0.6395929816090514
38,0.5528088312900655,0.5919752297356796,0.5136424328444514,0.5826582976555823,0.45901120581950083,0.5208347517375417,0.5832328403285745,0.5318160977915088,0.5575244690600418
39,0.5440723484116813,0.5817366644415091,0.5064080323818536,0.572726622127362,0.4542693545197126,0.5134979883235374,0.5755125500233828,0.5276558675610667,0.551584208792225
40,0.46017707379096484,0.500758920751251,0.4195952268306787,0.4626505516895888,0.36891603112352445,0.41578329140655657,0.4723413977630935,0.43127720055582597,0.4518092991594598
41,0.4412565864809044,0.478420232836697,0.4040929401251117,0.4510635969066653,0.359432328523948,0.4052479627153066,0.46462110745790175,0.4222633683898682,0.44344223792388504
42,0.4412565864809044,0.4784202328366971,0.4040929401251117,0.4510635969066653,0.359432328523948,0.40524796271530655,0.46462110745790175,0.4222633683898682,0.44344223792388504
43,0.4581101022302226,0.5007589207512511,0.41546128370919416,0.4609952724348855,0.37081277164343973,0.4159040220391625,0.4758506206290898,0.44098440442685743,0.45841751252797364
44,0.4581101022302226,0.500758920751251,0.41546128370919416,0.4609952724348855,0.37081277164343973,0.41590402203916255,0.4758506206290897,0.44098440442685743,0.45841751252797364
45,0.4347443431430215,0.4746971181842714,0.3947915681017716,0.4378213628690385,0.3556388474841174,0.3967301051765778,0.465322952031101,0.433357315671047,0.449340133851074
46,0.2707828229751409,0.32763408941345795,0.21393155653682383,0.3426428057235953,0.24657626758898807,0.29460953665629164,0.39864771757717254,0.35431294129264806,0.3764803294349103
47,0.2707828229751409,0.32763408941345795,0.21393155653682383,0.34264280572359535,0.2465762675889881,0.29460953665629164,0.39864771757717254,0.354312941292648,0.37648032943491033
48,0.3432551931492806,0.4002348251357583,0.28627556116280295,0.4245791288314116,0.30537522370636216,0.3649771762688868,0.48497460008068,0.45693195364355194,0.470953276862116
49,0.3970124902478893,0.44677375829107896,0.3472512222046996,0.49410085752895266,0.35563884748411745,0.424869852506535,0.5509479899614093,0.5429100450726877,0.5469290175170485
50,0.38010441363607667,0.4160580624085673,0.3441507648635862,0.47258222721780896,0.3281361099453457,0.40035916858157733,0.5109428492890521,0.542216673367614,0.5265797613283331
51,0.4103932445302195,0.43839675032312125,0.38238973873731796,0.5296893615050748,0.36038069878390566,0.44503503014449025,0.5523516791078077,0.6004598965938027,0.5764057878508052
52,0.39126413568176777,0.4104733904299288,0.3720548809336067,0.48168626311867746,0.32149751812564215,0.4015918906221598,0.5067317818498567,0.5567774791741611,0.5317546305120089
53,0.3873356067948127,0.40675027577750317,0.3679209378121222,0.4792033442366225,0.32149751812564215,0.4003504311811322,0.5060299372766575,0.5560841074690874,0.5310570223728724
54,0.4018108223277325,0.4253658490396315,0.3782557956158335,0.48747974051013926,0.33192959098517627,0.4097046657476577,0.5179612950210447,0.5644045679299715,0.5411829314755081
55,0.3718269054815218,0.38813470251537485,0.3555191084476686,0.4303726062228733,0.29968500214661625,0.36502880418474476,0.4611118845919055,0.5124016900494459,0.48675678732067573
56,0.3718269054815218,0.38813470251537485,0.3555191084476686,0.4303726062228733,0.29968500214661625,0.36502880418474476,0.4611118845919055,0.5124016900494459,0.48675678732067573
57,0.3718269054815218,0.38813470251537485,0.3555191084476686,0.4303726062228733,0.29968500214661625,0.3650288041847448,0.4611118845919056,0.5124016900494459,0.48675678732067573
58,0.3718269054815218,0.38813470251537485,0.3555191084476686,0.4303726062228733,0.29968500214661625,0.3650288041847448,0.4611118845919056,0.5124016900494459,0.48675678732067573
59,0.3378663134935856,0.3574190066328632,0.31831362035430794,0.3757483908176625,0.2617501917483105,0.31874929128298646,0.41057907532155974,0.44722474977252047,0.42890191254704013
60,0.3540458183729592,0.37324224390567223,0.334849392840246,0.4088539759117297,0.2864078185072093,0.34763089720946944,0.4351436353835334,0.48189333502620424,0.4585184852048688
61,0.35699221503817546,0.37603457989499145,0.3379498501813594,0.41050925516643305,0.2883045590271246,0.34940690709677874,0.43865285824952965,0.48466682184649895,0.4616598400480143
62,0.3393106277430155,0.34997277732801185,0.3286484781580193,0.4303726062228734,0.2949431508468281,0.36265787853485065,0.4147901427607552,0.49021379548708827,0.4525019691239217
63,0.3019831887092183,0.2959876148678398,0.3079787625505967,0.3972670211288062,0.2731306348678022,0.33519882799830414,0.3628536443440109,0.4597054404638466,0.4112795424039287
64,0.32364145114610354,0.3155339667930745,0.33174893549913276,0.40306049852026793,0.28640781850720926,0.3447341585137386,0.3740831575151989,0.4784264765008358,0.4262548170080173
65,0.321677186702626,0.31367240946686165,0.32968196393839044,0.40223285889291627,0.2835627077273363,0.34289778331012627,0.3712757792224019,0.4749596179754675,0.4231176985989347
66,0.33728859513318166,0.3304264254027771,0.3441507648635862,0.4055434174023229,0.2902012995470399,0.3478723584746814,0.3782942249543944,0.48397345014142523,0.43113383754790985
67,0.3309817660298282,0.32298019609792583,0.3389833359617306,0.40223285889291627,0.2883045590271246,0.3452687089600204,0.37267946836880045,0.4777331047957622,0.42520628658228127
68,0.32265931892436484,0.31460318812996807,0.33071544971876154,0.3956117418741028,0.28640781850720926,0.34100978019065603,0.3670647117832065,0.46802590092473073,0.4175453063539685
69,0.3616396937459836,0.36672679326392726,0.3565525942280398,0.44858067802461027,0.32054914786568456,0.3845649129451474,0.41057907532155985,0.5110149466392986,0.46079701098042913
70,0.37270312328213384,0.3816192518736299,0.36378699469063774,0.4576847139254787,0.3262393694254304,0.39196204167545456,0.4175975210535523,0.5200287788052563,0.46881314992940426
71,0.37270312328213384,0.3816192518736299,0.36378699469063774,0.4576847139254787,0.3262393694254304,0.39196204167545456,0.4175975210535523,0.5200287788052563,0.46881314992940426
72,0.37270312328213384,0.3816192518736299,0.36378699469063774,0.4576847139254787,0.3262393694254304,0.39196204167545456,0.4175975210535523,0.5200287788052563,0.46881314992940426
73,0.3558496075328156,0.359280563959076,0.3524186511065553,0.44775303839725855,0.3148589263059386,0.3813059823515986,0.40636800788236427,0.5013077427682672,0.4538378753253157
74,0.38614164573082044,0.39092703850469407,0.3813562529569469,0.46347819131694046,0.33856818280487977,0.40102318706091017,0.42882703422474017,0.5311227260864352,0.4799748801555877
75,0.38614164573082044,0.390927038504694,0.3813562529569469,0.46347819131694046,0.33856818280487977,0.40102318706091017,0.42882703422474017,0.5311227260864352,0.4799748801555877
76,0.38614164573082044,0.39092703850469407,0.3813562529569469,0.46347819131694046,0.33856818280487977,0.40102318706091017,0.42882703422474017,0.5311227260864352,0.4799748801555877
77,0.38614164573082044,0.39092703850469407,0.3813562529569469,0.46347819131694046,0.33856818280487977,0.40102318706091017,0.42882703422474017,0.5311227260864352,0.4799748801555877
78,0.3136692755566808,0.3183263027823937,0.3090122483309678,0.3815418682091243,0.2797692266875057,0.330655547448315,0.3425001517212327,0.42850371373553126,0.38550193272838207
79,0.36509962599752344,0.36021134262218235,0.3699879093728644,0.44361484026050013,0.3177040370858115,0.3806594386731559,0.40075325129677025,0.46317229898921497,0.43196277514299264
80,0.4072767506697963,0.39185781716780055,0.422695684171792,0.4800309838639741,0.33951655306483747,0.4097737684644058,0.4400565473959282,0.4721861311551728,0.45612133927555043
81,0.3769879197756534,0.3695191292532466,0.3844567102980602,0.4229238495767082,0.30727196422627745,0.36509790690149285,0.3986477175771726,0.4139429079289841,0.4062953127530783
82,0.4157564657550187,0.4067502757775031,0.42476265573253424,0.4452701195152035,0.3328779612451339,0.3890740403801688,0.4204048993463492,0.4465313780674468,0.433468138706898
83,0.4157564657550187,0.4067502757775031,0.42476265573253424,0.4452701195152035,0.3328779612451339,0.38907404038016874,0.4204048993463492,0.4465313780674468,0.433468138706898
