,dies6_pooled,disw2_pooled
1,0.9113529485040883,1.9133394518343974
2,0.9113529485040883,1.9133394518343974
3,1.062951836062368,1.9317370504238154
4,1.062951836062368,1.9317370504238154
5,1.071445562703798,1.8371932543028562
6,1.071445562703798,1.8371932543028562
7,1.071445562703798,1.8371932543028562
8,1.254718736200891,1.8552357388972762
9,1.2447182526690321,1.8167840492599239
10,1.2980125102791,1.8092430956493586
11,1.2581193830213415,1.7360090451673276
12,1.2581193830213415,1.7360090451673276
13,1.2581193830213415,1.7360090451673276
14,1.2581193830213415,1.7360090451673276
15,1.2394435559870696,1.6512293090514327
16,1.073934977963549,1.3194297396640304
17,1.073934977963549,1.3194297396640304
18,1.073934977963549,1.3194297396640304
19,1.0738582627557063,1.3207168367242368
20,1.1353067133950576,1.4213223384892457
21,1.1372867371489406,1.4238011857989015
22,1.194580598663697,1.4972689757466577
23,1.1890623345724545,1.48868738585683
24,1.1890623345724545,1.48868738585683
25,1.2208809195048156,1.5510811444796266
26,1.2208809195048156,1.5510811444796266
27,1.2208809195048156,1.5510811444796266
28,1.2208809195048156,1.5510811444796266
29,1.2458515085757107,1.6039482450678832
30,1.2458515085757107,1.6039482450678832
31,1.2801058110871573,1.575185687496705
32,1.2315748828660962,1.5681267378360821
33,1.2079879979435502,1.5455549971567508
34,1.2079879979435502,1.5455549971567508
35,1.2084759501142133,1.5594663007731575
36,1.207122666245754,1.5624631162825513
37,1.199936702645962,1.560989399000451
38,1.1471797442438816,1.5170659348993571
39,1.1489868149638358,1.525224767687217
40,1.0995791534456267,1.4766627150046028
41,1.1177379720737817,1.5113582675138315
42,1.1177379720737817,1.5113582675138315
43,1.1045412821697131,1.5054699104446179
44,1.1045412821697131,1.5054699104446179
45,1.1099633397583868,1.5551694566345853
46,1.3260891544626885,2.087130486588519
47,1.3260891544626885,2.087130486588519
48,1.2965806652951914,2.0633950655982285
49,1.3055003654063184,2.074864111693691
50,1.2865579746008147,2.090829050975432
51,1.3256557137585532,2.121531002141223
52,1.2556220390038242,2.0537954642420404
53,1.2642494653848106,2.071888964711363
54,1.246579611082007,2.0347497054471644
55,1.199675863839868,1.978907039580452
56,1.199675863839868,1.978907039580452
57,1.199675863839868,1.978907039580452
58,1.199675863839868,1.978907039580452
59,1.1526947452539267,1.9177904815509745
60,1.1995555870978754,1.9573575370221843
61,1.1956619198029408,1.954415018635787
62,1.3068272075415754,2.0190970853879104
63,1.357788208061329,2.0664206709808313
64,1.301884628755779,1.998883182268226
65,1.3031318572628856,1.9962964603653033
66,1.2602813382551488,1.9398798797870764
67,1.274678039539072,1.9498311453939559
68,1.291090429146975,1.963861599681112
69,1.2989849925314993,1.9318221456375564
70,1.2846247727739983,1.906914941080864
71,1.2846247727739983,1.906914941080864
72,1.2846247727739983,1.906914941080864
73,1.3095583713667753,1.9332974534048906
74,1.2678952285402465,1.8843599997094975
75,1.2678952285402465,1.8843599997094975
76,1.2678952285402465,1.8843599997094975
77,1.2678952285402465,1.8843599997094975
78,1.2867939220439608,1.8635317321326634
79,1.273894839888961,1.791205114363404
80,1.2300389368073323,1.6930007156858167
81,1.1829082747234034,1.6276649280320474
82,1.1421824961633913,1.5754618914889502
83,1.1421824961633913,1.5754618914889502
84,1.1554746208659634,1.5947188298043815
85,1.1554746208659634,1.5947188298043815
86,1.1554746208659634,1.5947188298043815
87,1.1465597629604258,1.5887507628836792
88,1.1465597629604258,1.5887507628836792
89,1.1807101658672206,1.6376946383041815
90,1.1438787854330457,1.5953884913288372
91,1.198881632967027,1.6368662704354415
92,1.1746249159308824,1.6177938451477036
93,1.1746249159308824,1.6177938451477036
94,1.2058290904783007,1.6446251871015254
95,1.2336050968544008,1.6940975164740446
96,1.3009154456131002,1.7622324253987018
97,1.2856012124536664,1.744374617865258
98,1.2856012124536664,1.744374617865258
99,1.3247933586498928,1.7976580122385963
100,1.3009037827797099,1.7626082394805092
101,1.3009037827797096,1.7626082394805092
102,1.3174141247534825,1.7872554718700655
103,1.3117738091287932,1.7790334062417663
104,1.3359787638116676,1.7974934548491053
105,1.3334701506377302,1.8156307150287967
106,1.3405047841065862,1.840637641429775
107,1.3405047841065862,1.840637641429775
108,1.3405047841065862,1.840637641429775
109,1.3517497805757284,1.856239108405395
110,1.3581539103170608,1.9022371029068825
111,1.3581539103170608,1.9022371029068825
112,1.3700132960972944,1.9141342838725421
113,1.3700132960972944,1.9141342838725421
114,1.3700132960972944,1.9141342838725421
115,1.3525068311108506,1.8923916436871382
116,1.3316788710126835,1.8643887622975053
117,1.340381430657,1.8722682556626726
118,1.301867145673516,1.8199429561887348
119,1.2869214113798773,1.7992185151349294
120,1.2869214113798773,1.7992185151349294
121,1.2180492221997261,1.736993740061613
122,1.2540606365428584,1.7771156906529935
123,1.224575815958023,1.7457500498692833
124,1.1856844184441129,1.7072019801857445
125,1.1632649583895507,1.6740440326052657
126,1.1297597525372722,1.6395490330845328
127,1.1396667126699165,1.652300517458844
128,1.176908941548806,1.6885352787962127
129,1.1216174896177098,1.6376821788383047
130,1.143271924995244,1.6764523869028654
131,1.1205859950677846,1.6525134598624827
132,1.0897037112534007,1.6177832122219955
133,1.0411888182821571,1.5698886086456234
134,0.9485532372048177,1.363430628710727
135,1.015050499488402,1.4272819743334055
136,0.999400746346464,1.3961357393001568
137,0.999400746346464,1.3961357393001568
138,0.999400746346464,1.3961357393001568
139,0.8921029041586953,1.14586749152673
140,0.8643938485377695,1.0880620263885472
141,0.8643938485377695,1.0880620263885472
142,0.8618982197316526,1.0605905260287873
143,0.8553424453869731,1.0474045412958775
144,0.8553424453869731,1.0474045412958775
145,0.850967507740708,1.0292809682926718
146,0.8510262274565681,1.0269459559773788
147,0.8456235287199176,1.03408860173952
148,0.8378004175842597,1.035560799919895
149,0.8378004175842597,1.035560799919895
150,0.9135722196659205,1.1079857490867233
151,0.916374325106173,1.108745657739326
152,0.894207801217588,1.0719710304971872
153,0.8925082866728037,1.0763155326557035
154,0.8906833193039448,1.0780816223017604
155,0.8812240599169066,1.074085578355122
156,0.8745578762872185,1.0660837950757067
157,0.8745578762872185,1.0660837950757067
158,0.9387510757226049,1.120151037157255
159,0.9387510757226049,1.120151037157255
160,1.0100413319087633,1.1949793150919403
161,1.0761111087391473,1.2619005971772876
162,1.0761111087391473,1.2619005971772876
163,1.052879255587032,1.2330135734641912
164,1.0773388514210875,1.2639443865909052
165,1.0594865861476808,1.2329644820418786
166,1.093848971417052,1.2532222368665658
167,1.093848971417052,1.2532222368665658
168,1.0809933042381095,1.2468340388740886
169,1.141824928909975,1.3351847066294842
170,1.141824928909975,1.3351847066294842
171,1.1679765459519642,1.3666642311852613
172,1.1852785776427281,1.4011311140345266
173,1.2312627706814614,1.4548248716922525
